cnpj;nome
47782129536179;Industrial Industrial Ltda
17851757735335;Industrial Fictícia Fictícia
95474526824553;Comercial Industrial Industrial
84624171324147;Industrial Comercial Industrial
14608533747019;Ltda Comercial Industrial
15559044240694;Industrial SA Comercial
62524992807824;SA Empresa Comercial
84713283792987;Industrial Ltda Ltda
98040109774214;SA SA Ltda
29738873011365;SA Industrial Comercial
56299489949664;SA Industrial Empresa
41242608587579;Ltda Comercial Industrial
91886015156078;Ltda Industrial Industrial
07370291329182;Comercial Fictícia Fictícia
72211264426064;Industrial Empresa Empresa
90093006589487;Empresa Fictícia Ltda
20256902282861;Fictícia Ltda Empresa
11595661662065;Fictícia SA Comercial
04989026100467;Industrial Empresa Fictícia
06789533667189;Industrial Ltda Industrial
39142692268878;SA Ltda Fictícia
94240902005670;Fictícia Empresa Fictícia
23035955091671;Empresa Industrial Ltda
41377414275357;Fictícia Comercial Industrial
81717292866760;Empresa Industrial Industrial
80345882874319;Comercial Empresa Comercial
63194853726109;Empresa Empresa Ltda
74874131045766;Comercial Empresa Industrial
38376764705579;Fictícia Ltda SA
23123369063369;Industrial Empresa Comercial
38435486837551;Ltda Ltda Industrial
60132161205926;SA Empresa Ltda
39743375654946;SA Ltda Fictícia
98932793771559;Ltda Comercial Empresa
55711335036886;Ltda Industrial Fictícia
53748784955815;Ltda Comercial SA
19769537674272;Industrial Ltda Empresa
06505448865248;SA Industrial Empresa
77012284901584;Fictícia Comercial Fictícia
28775674207520;Ltda Empresa Empresa
33243931151209;Comercial Ltda Industrial
85343283805281;Fictícia Ltda Empresa
39609629397253;Fictícia Empresa Comercial
74518413469656;Ltda Empresa SA
42659301178209;SA Fictícia Fictícia
96604377837894;Industrial Fictícia Empresa
77730567879058;Comercial Empresa SA
55209701929529;Comercial Ltda Ltda
80787739980661;Ltda Comercial Empresa
50853084892290;Fictícia SA Fictícia
10445858080375;Empresa Empresa Comercial
42118188583770;SA Industrial Fictícia
09361678808108;Comercial Industrial Fictícia
75693738287001;Empresa SA Industrial
63492803356876;Ltda Industrial Ltda
97700804533132;Ltda Ltda Ltda
04379661608623;Fictícia Fictícia Industrial
64628050536148;Comercial Empresa Comercial
14672661027497;Empresa Ltda SA
35798069418513;Ltda Fictícia Ltda
86004808084497;Ltda Empresa Empresa
43488638060023;Empresa Industrial SA
38689129093723;Fictícia Fictícia Fictícia
13306306418303;Empresa Ltda Fictícia
63013401926469;Comercial SA Comercial
74922054481506;Industrial Ltda Fictícia
65749600501104;Comercial Empresa SA
93848231898470;Comercial Comercial Empresa
29276822978996;SA SA Empresa
53196354510796;SA Industrial Industrial
92953702412782;Comercial Fictícia Comercial
48435535745804;Comercial Fictícia Comercial
32268311029086;Ltda Industrial Fictícia
37749443272352;Fictícia Comercial Ltda
70969352289609;Ltda SA Industrial
18505726464806;Comercial Empresa Comercial
92457518284179;Ltda Empresa SA
14760086883767;Industrial SA Empresa
68099162699919;Fictícia Ltda Ltda
40142479549971;Empresa Comercial Fictícia
20668354987402;SA SA Ltda
01227930700784;Comercial SA Comercial
44245263980876;Ltda Comercial Industrial
81248169699277;SA Fictícia SA
19681110221705;Empresa Fictícia Empresa
45225852120820;Empresa Comercial Comercial
55358956909022;SA Comercial Empresa
61786892382212;Fictícia Comercial Comercial
83274534412048;Ltda Industrial Fictícia
12553929866388;Empresa SA Ltda
42015945138994;Empresa Industrial SA
15101410906167;Industrial Ltda Fictícia
87873465046553;Empresa Fictícia Fictícia
70496386842078;Fictícia Empresa Industrial
92584108093937;Empresa Ltda Fictícia
52457570969887;Empresa Ltda Fictícia
00141088937326;Comercial Ltda Empresa
72677670581286;Industrial Empresa SA
31180176694952;Ltda Industrial Empresa
71492529853734;Empresa Empresa Empresa
95658223057591;Industrial Industrial Industrial
12277739836054;Ltda Empresa Comercial
10135853110714;Empresa Fictícia Fictícia
48364577387218;Empresa Ltda Ltda
81302813824835;Industrial SA Empresa
66072896471588;SA Comercial Fictícia
63835700272413;Comercial Empresa Ltda
32372067512726;SA Ltda Comercial
31510729864016;Industrial Comercial Fictícia
78552470271111;Ltda Empresa Ltda
05972646380884;Ltda Industrial Comercial
30189638701376;Comercial Industrial Ltda
15660371275970;SA Fictícia SA
07023808165680;Comercial Comercial Fictícia
26426723289996;Empresa Fictícia Empresa
14237010678061;Ltda Comercial Comercial
92545511182882;Ltda Ltda Fictícia
67418529641977;SA Comercial Fictícia
41305548950807;Industrial Fictícia Industrial
28238361267556;SA Industrial Fictícia
94790817022559;Fictícia Fictícia Empresa
96600464246969;Comercial Empresa Ltda
45275765269261;Fictícia Industrial Industrial
18837090927808;Comercial Ltda Industrial
13692093960083;SA Comercial Fictícia
42136703272675;Empresa Ltda Comercial
98077368771518;Ltda Fictícia Fictícia
13458407357258;Fictícia SA Industrial
77916891101511;Comercial Comercial Industrial
40492215490673;SA Comercial SA
94954654699031;Fictícia SA SA
57948318359002;Empresa Ltda SA
48717029138872;SA Ltda SA
86215361606954;Ltda Ltda Empresa
54249392400890;Ltda SA Industrial
98366111823631;Comercial Fictícia Fictícia
00282953191212;Fictícia SA Fictícia
76853608294931;SA Comercial Ltda
80768270059007;Comercial Industrial Comercial
87811716943720;Comercial SA Industrial
46149851817216;Industrial Industrial Comercial
01631956980604;Ltda Ltda Empresa
09441776695278;Ltda Comercial Comercial
22436090439086;Ltda Empresa Industrial
90655649317232;Ltda Industrial Fictícia
32583181697606;Fictícia Industrial Fictícia
33006366143206;Comercial Industrial Industrial
31836110665177;Empresa Fictícia Empresa
68638996868848;SA Fictícia Industrial
25850596408632;Ltda Empresa Fictícia
78842519105961;Fictícia Ltda Industrial
75138569855560;Comercial Empresa Fictícia
63124559386694;Ltda Fictícia Industrial
01678507261197;Comercial Comercial Fictícia
02757941292006;Industrial Fictícia Comercial
88568031814692;Comercial Comercial Empresa
28277996747922;Industrial Comercial Empresa
72893600908185;Empresa Fictícia Empresa
47039566446345;Comercial Empresa Empresa
12157847139655;SA Fictícia Comercial
96272626343800;Empresa Empresa Fictícia
28498440450086;Industrial Empresa SA
06828859799173;Industrial Industrial SA
46778444165131;Ltda SA Comercial
66525031437535;Ltda SA Industrial
45073000739104;Industrial SA Fictícia
93379914543940;SA Industrial Ltda
00572614394329;Fictícia Comercial Ltda
40215654549372;Industrial Empresa Comercial
50893193291490;Fictícia Ltda Comercial
83108750283678;Industrial SA Comercial
08730309985907;Industrial Comercial Ltda
51496553525247;SA Empresa SA
93600241268157;Comercial Industrial Ltda
15672644092216;Ltda Industrial Fictícia
29415268360820;Industrial Fictícia SA
03896980992841;SA Industrial SA
20544307057303;SA Ltda Ltda
38987908836755;Ltda Empresa Comercial
87869297835818;Comercial Fictícia Fictícia
94620717179687;Ltda Industrial Comercial
45149054400907;Industrial SA SA
89012843688306;Comercial Fictícia Fictícia
77932284545674;Ltda SA SA
72678631625424;SA Empresa Fictícia
73483979266184;Ltda Industrial Fictícia
13606962517570;Comercial Comercial Ltda
90350926015665;SA Ltda Empresa
57152508273472;Comercial Comercial Fictícia
32509603028202;Comercial Comercial SA
63025281242571;Fictícia Fictícia Ltda
01187160723406;Fictícia Empresa Comercial
33244884511657;Empresa Comercial Ltda
74587630286644;SA Industrial Fictícia
76378939320249;Empresa Ltda Comercial
52156764732300;Industrial Ltda Industrial
77334898323984;Ltda Industrial Fictícia
57071962268069;Comercial SA Ltda
88801918488716;Empresa Ltda SA
22200521495816;Fictícia Industrial Fictícia
67079496229751;Ltda Comercial Comercial
48062787131570;Comercial Fictícia Industrial
02562985692489;Industrial Fictícia Industrial
31220314486352;Empresa Comercial Fictícia
28825268812054;Ltda Comercial Industrial
42542266685107;Industrial Empresa Fictícia
09925912963951;Fictícia Comercial SA
30825065819408;Industrial Fictícia Fictícia
37051060077769;SA Empresa Ltda
15965332399833;SA Comercial Comercial
78009402474474;SA Ltda SA
55685552465264;Fictícia Empresa Comercial
51330620296850;Comercial Empresa Fictícia
82938387313977;Comercial Industrial Ltda
00368293706986;Ltda SA Fictícia
74896764319567;SA Fictícia Industrial
60340703347454;Empresa Ltda Industrial
78700330812228;Ltda SA Ltda
88323219814268;Ltda Industrial Empresa
18244347403180;Fictícia SA Industrial
00431358356937;Comercial Comercial SA
56247847939739;Comercial SA Fictícia
28277924518397;Ltda Industrial SA
73044149013763;SA Industrial Industrial
61492622402429;Fictícia Comercial SA
94825786031395;SA Ltda Empresa
00621469107804;SA Ltda Empresa
46009464979692;Fictícia Empresa Ltda
39626621466884;Comercial Empresa Empresa
34152449077754;Fictícia Industrial Industrial
01984704738744;Empresa Ltda Empresa
75849882386742;Industrial Comercial Comercial
74727211943239;SA Comercial Fictícia
51471439901362;Fictícia Empresa Fictícia
27154208780706;Industrial SA Comercial
29684125785583;SA Empresa Industrial
55647479122086;Empresa Comercial SA
72845905740257;Empresa Empresa Empresa
84385591972532;Industrial SA Empresa
79473959842262;Ltda Fictícia Empresa
54819240552540;Fictícia Ltda Fictícia
53684630441994;Industrial Ltda Fictícia
70585543474422;SA Empresa Industrial
